architecture,optimal_k,task,implant_type,model_type,accuracy
ViT Large,6.052790582174828,shape,9_10,streaky,0.649328431911967
ViT Small,7.0254507433454165,shape,12_10,pointy,0.6753514809782608
ViT Small,7.0254507433454165,shape,12_10,streaky,0.6967833793103447
ViT Small,7.0254507433454165,shape,12_20,pointy,0.8381535607094133
ViT Small,7.0254507433454165,shape,12_20,streaky,0.7959042503438789
ViT Small,7.0254507433454165,shape,6_10,pointy,0.5675015205479451
ViT Small,7.0254507433454165,shape,6_10,streaky,0.5588174528301887
ViT Small,7.0254507433454165,shape,6_15,pointy,0.6930461580381471
ViT Small,7.0254507433454165,shape,6_15,streaky,0.6079553005464481
ViT Small,7.0254507433454165,shape,6_20,pointy,0.7260363561643836
ViT Small,7.0254507433454165,shape,6_20,streaky,0.6685684979137692
ViT Small,7.0254507433454165,shape,9_10,pointy,0.6598781506849315
ViT Small,7.0254507433454165,shape,9_10,streaky,0.6652180742778542
