percept_filename,guess,target,implant_type,model_type,subject,result,task,architecture,architecture_family,run
streaky_6214.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7778.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7654.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7618.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_8166.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6792.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6464.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_8066.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6146.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_8062.tif,left,right,12_20,streaky,BAa,False,doorway,human,human,BAa
streaky_7462.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7112.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7656.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7166.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6462.tif,right,left,12_20,streaky,BAa,False,doorway,human,human,BAa
streaky_7138.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6178.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7464.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6472.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6946.tif,right,left,12_20,streaky,BAa,False,doorway,human,human,BAa
streaky_7048.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7398.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_8102.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6854.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7078.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7294.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7038.tif,right,left,12_20,streaky,BAa,False,doorway,human,human,BAa
streaky_7718.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6974.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7496.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6848.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7560.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_7814.tif,right,right,12_20,streaky,BAa,True,doorway,human,human,BAa
streaky_6504.tif,left,left,12_20,streaky,BAa,True,doorway,human,human,BAa
pointy_6722.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7936.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7934.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7142.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7622.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7686.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7368.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6184.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8168.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6792.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6760.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6562.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6658.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7814.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7362.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6274.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7496.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7720.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7808.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6656.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7162.tif,right,left,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6632.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8128.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6786.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6206.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8126.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7802.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_7674.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6590.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7806.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8136.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6600.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6690.tif,right,left,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_7880.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7266.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7870.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6970.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6336.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7270.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6946.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7176.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7878.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6216.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8000.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_7614.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6594.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6714.tif,right,left,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6630.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7938.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6370.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7624.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7550.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6150.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7560.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7296.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8098.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6886.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6758.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7074.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6918.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8166.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6978.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7334.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6434.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7546.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6824.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7592.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8066.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6504.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8070.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6984.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7976.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7430.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6976.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6178.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7168.tif,right,left,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_8192.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6530.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7046.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7718.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6330.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7226.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6272.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6210.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6306.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6920.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8122.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_7784.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7360.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7810.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6246.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7910.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7240.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7554.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7746.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6728.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7208.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7336.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7610.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8038.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6950.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7458.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6592.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7866.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6374.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7482.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6842.tif,right,left,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6568.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6850.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6208.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7464.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6778.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8072.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6376.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6856.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7590.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7042.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7974.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7816.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8064.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6398.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6310.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7488.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6400.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7330.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7494.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7106.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7174.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6726.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6718.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7462.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7104.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7394.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7994.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_7398.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7110.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6822.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6982.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7304.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7528.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7112.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7750.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7522.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7426.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7616.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7432.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7558.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7078.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7354.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7230.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6910.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7294.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7272.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7680.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6536.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6912.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6586.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6458.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6248.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6202.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6472.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6664.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6270.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7998.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_7744.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8006.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6266.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7144.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7166.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6214.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7170.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6402.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7422.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7238.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8134.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6498.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7400.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6534.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7098.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6626.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6598.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6888.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7526.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7906.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6470.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6784.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7752.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6848.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6438.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6846.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6462.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7486.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7618.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7234.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7656.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8104.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6906.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8130.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8186.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6914.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7014.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6720.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7688.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6406.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7944.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7930.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6526.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6464.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7138.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6242.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7678.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8002.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7942.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6952.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7298.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7290.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7872.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7782.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7714.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7040.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7842.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6818.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7848.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6662.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7232.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7490.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6522.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7738.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6754.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6790.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6334.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6342.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6782.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6650.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8162.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7080.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7654.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7038.tif,right,left,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_7846.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6566.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7970.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6696.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7778.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6974.tif,right,left,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_6466.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6654.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7424.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8008.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6528.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7010.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8062.tif,left,right,12_20,pointy,BAa,False,doorway,human,human,BAa
pointy_8102.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7016.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7418.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7302.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7650.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7102.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6280.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6694.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7912.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6152.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7874.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7366.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8034.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7586.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7048.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8190.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6394.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6502.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6182.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7206.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6278.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8058.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6312.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7682.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7742.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7034.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6440.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6146.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6882.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_8040.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6854.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7552.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6338.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6344.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7202.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_6408.tif,left,left,12_20,pointy,BAa,True,doorway,human,human,BAa
pointy_7358.tif,right,right,12_20,pointy,BAa,True,doorway,human,human,BAa
streaky_390.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_774.tif,right,left,6_10,streaky,GNa,False,doorway,human,human,GNa
streaky_510.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_1032.tif,right,right,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_648.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_578.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_264.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_1792.tif,right,right,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_314.tif,right,left,6_10,streaky,GNa,False,doorway,human,human,GNa
streaky_706.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_966.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_1990.tif,right,right,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_1986.tif,right,right,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_776.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_186.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_6.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_704.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_232.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_1282.tif,right,right,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_1702.tif,right,right,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_104.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_194.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_520.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_1210.tif,right,right,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_70.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_1536.tif,right,right,6_10,streaky,GNa,True,doorway,human,human,GNa
streaky_832.tif,left,left,6_10,streaky,GNa,True,doorway,human,human,GNa
